,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Bank deposit(target)
329,75,retired,divorced,primary,no,1926.0,no,no,cellular,9,sep,12,1,93,5,other,no
330,75,retired,married,primary,no,1765.0,no,no,telephone,14,sep,13,1,187,4,failure,yes
331,75,retired,divorced,primary,no,852.0,no,no,cellular,16,sep,3,1,185,1,failure,no
332,75,retired,divorced,secondary,no,1092.0,no,no,telephone,12,oct,4,1,431,2,failure,no
333,75,retired,married,tertiary,no,4912.0,no,no,telephone,20,oct,3,2,183,5,failure,no
335,74,retired,divorced,secondary,no,4079.0,no,no,cellular,19,oct,5,3,-1,0,unknown,yes
336,74,retired,married,secondary,no,935.0,no,no,cellular,26,jan,1,1,104,1,other,no
337,74,retired,married,secondary,no,921.0,no,no,telephone,17,apr,6,2,-1,0,unknown,yes
338,74,retired,married,secondary,no,1714.0,no,no,telephone,17,feb,2,1,-1,0,unknown,yes
339,74,housemaid,married,unknown,no,161.0,no,no,telephone,2,apr,4,1,-1,0,unknown,no
340,74,retired,married,secondary,no,3771.0,no,no,telephone,16,apr,2,1,-1,0,unknown,no
341,74,management,married,tertiary,no,4515.0,no,no,telephone,17,apr,19,5,-1,0,unknown,no
343,74,retired,married,secondary,no,9480.0,no,no,cellular,21,apr,3,1,-1,0,unknown,yes
344,74,retired,married,primary,no,670.0,no,no,cellular,23,apr,4,5,-1,0,unknown,yes
345,74,retired,married,unknown,no,7819.0,no,no,cellular,6,aug,2,3,-1,0,unknown,no
346,74,retired,married,tertiary,no,20422.0,no,no,cellular,12,aug,1,2,-1,0,unknown,no
347,74,retired,married,secondary,no,291.0,no,no,cellular,12,aug,9,1,-1,0,unknown,no
348,74,retired,married,primary,no,0.0,no,no,telephone,13,aug,9,2,-1,0,unknown,yes
349,74,retired,divorced,primary,no,166.0,no,no,cellular,13,aug,1,1,-1,0,unknown,no
350,74,retired,married,tertiary,no,6027.0,no,no,cellular,14,aug,3,2,-1,0,unknown,no
351,74,retired,married,primary,no,10253.0,no,no,telephone,20,aug,1,1,-1,0,unknown,no
352,74,retired,married,primary,no,2894.0,no,no,telephone,1,sep,1,5,204,2,other,no
353,74,retired,married,primary,no,0.0,no,no,telephone,4,sep,1,1,-1,0,unknown,no
354,74,retired,married,primary,no,1765.0,no,no,telephone,11,sep,4,2,-1,0,unknown,yes
355,74,retired,married,primary,no,4286.0,no,no,cellular,30,sep,3,1,-1,0,unknown,no
356,74,retired,married,tertiary,no,1124.0,no,no,telephone,13,oct,3,2,-1,0,unknown,no
357,74,retired,married,primary,no,279.0,no,no,telephone,15,oct,3,1,-1,0,unknown,no
359,74,retired,married,tertiary,no,4912.0,no,no,telephone,21,oct,2,3,-1,0,unknown,no
360,74,retired,married,tertiary,no,1742.0,no,no,cellular,28,oct,18,1,-1,0,unknown,no
361,74,retired,married,primary,no,0.0,no,no,telephone,13,nov,5,2,92,2,success,no
362,74,retired,married,tertiary,no,2575.0,no,no,cellular,25,jan,2,2,161,1,failure,no
364,74,retired,married,primary,no,5539.0,no,no,cellular,3,feb,4,2,181,1,success,no
365,74,retired,married,primary,no,1413.0,no,no,cellular,25,feb,6,2,-1,0,unknown,yes
366,74,retired,married,tertiary,no,1843.0,no,no,cellular,15,mar,3,1,185,2,success,yes
367,74,retired,married,tertiary,no,4912.0,no,no,telephone,20,apr,4,2,181,3,failure,no
368,74,retired,married,secondary,no,935.0,no,no,cellular,5,may,3,1,99,2,failure,yes
369,74,retired,divorced,tertiary,no,3810.0,yes,no,cellular,17,may,8,1,-1,0,unknown,no
370,74,retired,divorced,primary,no,29080.0,no,no,cellular,30,jun,5,5,93,4,other,yes
371,74,retired,married,primary,no,5539.0,no,no,cellular,12,jul,6,2,159,3,failure,no
372,74,retired,married,tertiary,no,1843.0,no,no,cellular,15,sep,4,2,184,3,success,yes
373,74,retired,divorced,primary,no,2308.0,no,no,telephone,16,sep,4,2,535,2,success,no
374,74,retired,married,secondary,no,935.0,no,no,cellular,25,oct,6,1,173,3,success,yes
375,73,retired,married,primary,no,1388.0,no,no,cellular,20,jul,2,3,190,3,success,no
376,73,retired,married,primary,no,154.0,no,no,cellular,15,oct,1,1,-1,0,unknown,no
377,73,retired,married,primary,no,796.0,no,no,cellular,23,oct,7,1,182,2,failure,yes
378,73,retired,married,secondary,no,19.0,no,no,cellular,5,nov,8,2,-1,0,unknown,no
379,73,retired,married,primary,no,279.0,no,no,cellular,28,jan,6,3,-1,0,unknown,yes
380,73,retired,married,unknown,no,519.0,no,no,telephone,16,oct,7,1,57,1,failure,yes
381,73,retired,married,tertiary,no,459.0,no,no,cellular,17,feb,4,1,-1,0,unknown,yes
382,73,retired,married,tertiary,no,1641.0,yes,no,cellular,27,feb,0,2,-1,0,unknown,yes
383,73,retired,married,tertiary,no,448.0,no,no,cellular,24,mar,2,1,-1,0,unknown,yes
384,73,retired,divorced,primary,no,2308.0,no,no,telephone,30,mar,2,2,-1,0,unknown,yes
385,73,retired,married,secondary,no,1292.0,no,no,cellular,3,apr,7,1,-1,0,unknown,no
386,73,retired,divorced,tertiary,no,3203.0,no,no,cellular,20,apr,2,1,-1,0,unknown,yes
387,73,retired,married,primary,no,253.0,no,no,cellular,20,apr,5,1,-1,0,unknown,yes
388,73,retired,married,primary,no,542.0,no,no,telephone,29,apr,1,5,-1,0,unknown,no
389,73,retired,married,tertiary,no,448.0,no,no,cellular,22,jun,1,1,90,1,success,no
390,73,management,married,tertiary,no,1609.0,no,no,cellular,14,jul,2,2,-1,0,unknown,yes
391,73,retired,married,primary,no,5539.0,no,no,telephone,6,aug,5,1,-1,0,unknown,yes
392,73,retired,divorced,secondary,no,1092.0,no,no,cellular,7,aug,6,2,-1,0,unknown,no
393,73,management,married,secondary,no,683.0,no,no,telephone,11,aug,3,1,-1,0,unknown,no
394,73,retired,married,tertiary,no,2575.0,no,no,cellular,17,aug,2,1,-1,0,unknown,no
395,73,retired,married,unknown,no,519.0,no,no,telephone,20,aug,1,1,-1,0,unknown,no
396,73,retired,married,secondary,no,250.0,no,no,telephone,31,aug,4,4,-1,0,unknown,no
397,73,retired,single,secondary,no,1050.0,no,no,cellular,4,sep,1,2,-1,0,unknown,no
398,73,retired,married,unknown,no,3443.0,no,no,telephone,4,sep,12,3,-1,0,unknown,yes
399,73,retired,married,unknown,no,739.0,no,no,cellular,11,sep,3,1,-1,0,unknown,yes
400,73,retired,married,tertiary,no,1843.0,no,no,cellular,11,sep,1,2,-1,0,unknown,yes
401,73,retired,married,primary,no,934.0,no,no,cellular,14,sep,16,5,-1,0,unknown,yes
402,73,retired,divorced,secondary,no,7111.0,yes,no,cellular,12,oct,2,1,-1,0,unknown,yes
406,73,retired,married,primary,no,542.0,no,no,cellular,26,oct,5,1,180,5,failure,yes
408,73,retired,married,primary,no,9160.0,no,no,cellular,11,nov,8,2,90,3,other,no
409,73,retired,divorced,primary,no,5028.0,no,no,cellular,4,dec,11,10,-1,0,unknown,yes
410,73,retired,married,primary,no,1388.0,no,no,telephone,11,jan,12,2,83,1,success,yes
412,73,retired,married,tertiary,no,443.0,no,no,cellular,5,feb,2,2,-1,0,unknown,no
413,73,retired,married,unknown,no,519.0,no,no,telephone,26,feb,4,3,133,2,success,yes
414,73,retired,single,secondary,no,1050.0,no,no,cellular,4,mar,9,3,181,2,failure,yes
415,73,retired,married,primary,no,508.0,no,no,cellular,9,mar,2,1,-1,0,unknown,yes
416,73,retired,divorced,secondary,no,7111.0,yes,no,cellular,12,apr,4,1,182,1,success,no
417,73,retired,married,secondary,no,2850.0,no,no,cellular,19,apr,3,2,185,3,failure,no
418,73,retired,married,primary,no,796.0,no,no,cellular,23,apr,14,1,182,3,success,yes
419,73,retired,married,secondary,no,2850.0,no,no,cellular,17,may,2,2,28,5,failure,no
420,73,retired,married,primary,no,508.0,no,no,cellular,14,jun,2,4,97,1,success,no
422,73,retired,married,secondary,no,2850.0,no,no,cellular,8,oct,8,1,144,7,failure,no
423,73,retired,married,primary,no,1388.0,no,no,telephone,25,oct,4,1,97,6,failure,no
424,73,retired,married,secondary,no,2850.0,no,no,cellular,17,nov,5,1,40,8,failure,yes
425,72,blue-collar,married,primary,no,4415.0,no,no,telephone,13,oct,2,1,-1,0,unknown,no
426,72,retired,married,primary,no,796.0,no,no,cellular,24,apr,2,2,-1,0,unknown,no
427,72,retired,married,primary,no,763.0,no,no,cellular,24,apr,6,2,-1,0,unknown,yes
428,72,retired,married,secondary,no,4130.0,no,no,cellular,12,nov,7,1,-1,0,unknown,no
429,72,retired,married,primary,no,9160.0,no,no,cellular,5,feb,3,1,-1,0,unknown,no
430,72,retired,married,tertiary,no,0.0,no,no,cellular,13,feb,1,1,-1,0,unknown,yes
431,72,retired,single,unknown,no,588.0,no,yes,cellular,5,mar,1,3,-1,0,unknown,no
432,72,retired,married,secondary,no,4269.0,no,no,telephone,16,apr,2,3,-1,0,unknown,no
435,72,self-employed,married,tertiary,no,132.0,no,no,cellular,27,apr,7,1,-1,0,unknown,yes
436,72,self-employed,married,tertiary,no,132.0,no,no,cellular,1,jul,4,2,65,1,success,yes
437,72,management,married,tertiary,no,7003.0,no,no,telephone,24,jul,1,3,-1,0,unknown,no
438,72,retired,married,tertiary,no,2.0,no,no,cellular,7,aug,2,2,-1,0,unknown,yes
439,72,retired,married,primary,no,1612.0,no,no,cellular,7,aug,8,2,-1,0,unknown,yes
440,72,unknown,married,unknown,no,1165.0,no,no,cellular,11,aug,6,3,-1,0,unknown,no
441,72,retired,married,primary,no,2079.0,no,no,cellular,13,aug,1,1,191,3,other,no
442,72,retired,single,tertiary,no,614.0,no,no,cellular,14,aug,9,1,-1,0,unknown,no
443,72,retired,married,secondary,no,676.0,no,no,cellular,25,aug,3,3,-1,0,unknown,no
444,72,retired,married,secondary,no,1129.0,no,no,cellular,26,aug,3,1,-1,0,unknown,yes
445,72,retired,divorced,primary,no,0.0,no,no,telephone,28,aug,5,1,-1,0,unknown,no
446,72,management,married,secondary,no,6199.0,no,no,cellular,3,sep,8,1,-1,0,unknown,no
447,72,retired,married,secondary,no,6253.0,no,no,telephone,7,sep,7,1,-1,0,unknown,no
448,72,retired,married,secondary,no,17739.0,no,no,cellular,11,sep,2,4,-1,0,unknown,no
450,72,retired,married,secondary,no,2850.0,no,no,cellular,16,oct,2,2,241,1,success,no
451,72,retired,married,primary,no,806.0,no,no,cellular,19,oct,2,1,-1,0,unknown,no
452,72,retired,married,primary,no,1388.0,no,no,telephone,20,oct,8,1,-1,0,unknown,yes
453,72,retired,married,secondary,no,0.0,no,no,cellular,29,oct,3,3,-1,0,unknown,yes
454,72,retired,single,tertiary,no,1285.0,no,no,telephone,2,nov,2,5,98,2,failure,no
456,72,retired,married,primary,no,3232.0,no,no,cellular,12,nov,12,2,-1,0,unknown,no
457,72,retired,married,secondary,no,1129.0,no,no,cellular,25,nov,3,1,91,1,success,yes
458,72,retired,married,unknown,no,1940.0,no,no,telephone,4,dec,11,2,-1,0,unknown,yes
459,72,retired,married,unknown,no,413.0,no,no,telephone,7,dec,5,6,-1,0,unknown,no
460,72,retired,married,primary,no,3856.0,no,no,cellular,10,dec,9,4,115,1,other,yes
461,72,retired,married,secondary,no,1533.0,no,no,cellular,16,dec,9,2,-1,0,unknown,yes
462,72,retired,married,primary,no,4657.0,no,no,cellular,22,dec,5,3,309,5,success,yes
463,72,retired,married,primary,no,0.0,no,no,cellular,29,dec,3,2,-1,0,unknown,no
464,72,retired,single,tertiary,no,1285.0,no,no,telephone,1,feb,4,2,91,7,failure,no
465,72,retired,married,primary,no,2600.0,no,no,cellular,3,feb,7,2,82,3,success,yes
466,72,retired,divorced,tertiary,no,438.0,no,no,cellular,23,feb,4,1,-1,0,unknown,yes
467,72,retired,married,secondary,no,951.0,no,yes,cellular,12,mar,3,3,339,1,failure,yes
468,72,retired,married,primary,no,4657.0,no,no,telephone,23,mar,4,1,91,8,success,yes
469,72,retired,married,primary,no,0.0,no,no,cellular,26,mar,3,3,191,3,failure,no
470,72,retired,married,primary,no,2304.0,no,no,telephone,5,may,8,4,-1,0,unknown,yes
471,72,retired,married,secondary,no,5715.0,no,no,cellular,17,may,18,1,181,2,success,yes
472,72,retired,married,primary,no,0.0,no,no,cellular,28,jun,5,6,94,6,failure,no
473,72,retired,single,tertiary,no,1285.0,no,no,telephone,1,jul,8,4,150,9,failure,no
474,72,retired,divorced,tertiary,no,402.0,no,no,cellular,12,jul,3,3,-1,0,unknown,no
475,72,admin.,married,primary,no,2321.0,no,no,cellular,12,jul,3,6,122,6,other,no
476,72,retired,married,secondary,no,1978.0,no,no,cellular,6,sep,5,1,-1,0,unknown,yes
477,72,admin.,married,primary,no,2321.0,no,no,cellular,14,sep,3,2,64,12,failure,yes
478,72,retired,married,tertiary,no,3561.0,no,no,telephone,15,sep,8,3,184,7,success,yes
479,72,retired,married,primary,no,4657.0,no,no,cellular,27,sep,2,4,94,16,other,no
480,72,retired,married,secondary,no,5715.0,no,no,cellular,17,nov,18,5,184,3,success,yes
481,71,technician,married,tertiary,no,383.0,no,no,cellular,27,oct,5,2,183,3,success,no
482,71,retired,married,primary,no,4657.0,no,no,cellular,16,feb,1,5,-1,0,unknown,yes
483,71,retired,married,tertiary,no,14220.0,yes,no,cellular,9,sep,6,1,-1,0,unknown,yes
484,71,retired,married,secondary,no,2850.0,no,no,cellular,17,feb,3,1,-1,0,unknown,yes
485,71,retired,divorced,tertiary,no,261.0,no,no,cellular,12,aug,18,2,-1,0,unknown,no
486,71,unknown,married,tertiary,no,353.0,no,no,cellular,27,jan,3,1,93,2,failure,no
487,71,retired,married,tertiary,no,2651.0,no,no,cellular,5,feb,8,2,-1,0,unknown,no
488,71,retired,married,unknown,no,362.0,no,no,telephone,12,feb,2,2,-1,0,unknown,no
491,71,retired,married,tertiary,no,653.0,no,no,telephone,26,feb,6,1,-1,0,unknown,yes
492,71,retired,married,secondary,no,951.0,no,yes,cellular,7,apr,1,1,-1,0,unknown,no
493,71,housemaid,married,primary,no,227.0,no,no,cellular,8,apr,1,1,-1,0,unknown,no
494,71,retired,married,primary,no,2988.0,no,no,telephone,17,apr,2,1,-1,0,unknown,yes
495,71,retired,married,tertiary,no,1486.0,no,no,telephone,21,apr,1,3,-1,0,unknown,no
496,71,retired,divorced,tertiary,no,780.0,no,no,telephone,22,apr,3,1,-1,0,unknown,no
497,71,technician,married,tertiary,no,383.0,no,no,cellular,27,apr,6,3,-1,0,unknown,yes
498,71,retired,married,secondary,no,1998.0,no,no,cellular,23,jun,3,1,-1,0,unknown,no
499,71,retired,married,tertiary,no,2887.0,no,no,cellular,30,jun,2,1,-1,0,unknown,yes
500,71,self-employed,married,secondary,no,5946.0,no,no,cellular,3,jul,0,7,-1,0,unknown,no
501,71,retired,married,tertiary,no,4388.0,no,no,cellular,8,jul,14,2,-1,0,unknown,yes
502,71,retired,single,tertiary,no,1285.0,no,no,telephone,27,jul,3,2,-1,0,unknown,no
503,71,retired,married,tertiary,no,3895.0,no,no,cellular,7,aug,1,1,-1,0,unknown,no
504,71,retired,married,primary,no,2600.0,no,no,cellular,7,aug,3,1,-1,0,unknown,yes
505,71,retired,married,primary,no,10394.0,no,no,telephone,10,aug,6,1,-1,0,unknown,no
506,71,management,married,tertiary,no,13297.0,no,no,cellular,11,aug,4,1,190,2,failure,no
508,71,retired,married,secondary,no,3.0,no,no,cellular,13,aug,19,3,189,1,other,no
509,71,retired,married,secondary,no,1651.0,no,no,cellular,13,aug,13,2,-1,0,unknown,no
510,71,retired,married,unknown,no,1741.0,no,no,cellular,18,aug,2,1,-1,0,unknown,no
511,71,retired,divorced,secondary,no,5584.0,no,no,cellular,21,aug,8,3,-1,0,unknown,yes
512,71,retired,married,tertiary,no,2651.0,no,no,cellular,24,aug,1,3,200,2,failure,no
513,71,retired,married,tertiary,no,653.0,no,no,telephone,3,sep,7,1,189,1,success,yes
515,71,retired,divorced,tertiary,yes,1236.0,yes,no,cellular,14,sep,5,4,-1,0,unknown,yes
516,71,retired,married,primary,no,4847.0,no,no,cellular,16,sep,10,2,-1,0,unknown,no
517,71,retired,married,primary,no,0.0,no,no,cellular,16,sep,4,3,-1,0,unknown,no
518,71,retired,divorced,secondary,no,4380.0,no,no,cellular,22,sep,6,1,-1,0,unknown,yes
520,71,housemaid,divorced,primary,no,1311.0,no,no,cellular,10,nov,5,2,91,1,success,yes
521,71,retired,married,primary,no,2600.0,no,no,cellular,13,nov,3,2,98,1,success,yes
522,71,retired,married,secondary,no,5715.0,no,no,cellular,17,nov,12,2,-1,0,unknown,yes
523,71,retired,married,secondary,no,91.0,no,no,telephone,9,dec,1,6,-1,0,unknown,no
525,71,retired,married,tertiary,no,4388.0,no,no,cellular,5,feb,5,1,183,3,other,no
526,71,retired,married,secondary,no,1712.0,no,no,cellular,11,feb,11,1,-1,0,unknown,yes
527,71,entrepreneur,married,tertiary,no,15265.0,no,no,cellular,25,feb,14,1,192,2,failure,no
528,71,retired,divorced,secondary,no,0.0,no,no,cellular,26,feb,12,1,171,1,success,yes
529,71,retired,married,primary,no,2171.0,no,no,cellular,10,mar,10,4,-1,0,unknown,no
530,71,retired,married,tertiary,no,3561.0,no,no,telephone,15,mar,9,7,-1,0,unknown,yes
531,71,retired,divorced,secondary,no,3104.0,no,no,telephone,12,apr,4,1,187,1,failure,no
532,71,retired,married,primary,no,3230.0,no,no,cellular,24,may,5,2,133,3,failure,yes
533,71,retired,divorced,primary,no,275.0,no,no,cellular,14,jun,4,1,425,1,success,yes
534,71,retired,married,secondary,no,29941.0,no,no,telephone,18,jun,1,1,71,3,other,no
535,71,retired,divorced,unknown,no,392.0,no,no,telephone,7,jul,4,2,-1,0,unknown,yes
536,71,technician,married,secondary,no,3020.0,no,no,telephone,30,jul,5,1,270,3,failure,yes
537,71,retired,married,secondary,no,2064.0,no,no,cellular,9,aug,6,2,291,1,failure,no
538,71,retired,married,secondary,no,1696.0,no,no,cellular,6,oct,8,1,-1,0,unknown,yes
539,71,retired,married,secondary,no,2064.0,no,no,cellular,9,nov,6,2,92,3,failure,no
540,71,retired,divorced,primary,no,1729.0,no,no,cellular,17,nov,7,2,-1,0,unknown,yes
541,70,retired,divorced,primary,no,4531.0,no,no,cellular,18,may,7,1,-1,0,unknown,no
542,70,retired,married,secondary,no,2815.0,no,no,cellular,26,apr,2,2,182,1,failure,no
543,70,retired,married,tertiary,no,15834.0,no,no,cellular,5,apr,2,3,186,1,failure,no
544,70,retired,married,primary,no,3782.0,no,no,cellular,16,mar,10,1,-1,0,unknown,no
545,70,retired,married,secondary,no,1164.0,no,no,telephone,14,may,5,3,185,2,failure,no
546,70,retired,married,secondary,no,616.0,no,no,cellular,27,apr,2,2,182,1,failure,no
547,70,retired,divorced,secondary,no,6850.0,no,no,telephone,5,mar,4,3,183,1,failure,no
548,70,management,married,tertiary,no,13297.0,no,no,cellular,2,feb,9,2,-1,0,unknown,no
549,70,management,married,tertiary,no,5563.0,no,no,cellular,6,feb,2,1,-1,0,unknown,no
550,70,retired,married,secondary,no,6422.0,no,no,cellular,10,mar,2,1,-1,0,unknown,yes
551,70,retired,married,unknown,no,1236.0,no,no,cellular,12,mar,0,4,-1,0,unknown,no
552,70,retired,divorced,primary,no,275.0,no,no,cellular,15,apr,1,1,-1,0,unknown,yes
553,70,retired,married,unknown,no,853.0,no,no,cellular,15,apr,2,1,-1,0,unknown,no
554,70,retired,married,secondary,no,1024.0,no,no,cellular,17,apr,4,1,-1,0,unknown,no
555,70,retired,married,secondary,no,2575.0,no,no,telephone,20,apr,3,2,-1,0,unknown,yes
556,70,retired,divorced,primary,no,383.0,no,no,cellular,28,apr,0,2,-1,0,unknown,no
557,70,technician,married,secondary,no,3020.0,no,no,telephone,30,apr,0,1,-1,0,unknown,no
558,70,retired,married,primary,no,7781.0,no,no,cellular,3,jul,3,1,-1,0,unknown,no
559,70,blue-collar,married,primary,no,3075.0,no,no,telephone,10,aug,1,1,-1,0,unknown,no
560,70,housemaid,divorced,primary,no,1311.0,no,no,cellular,11,aug,10,1,-1,0,unknown,yes
561,70,retired,married,unknown,no,4290.0,no,no,telephone,11,aug,2,2,-1,0,unknown,no
562,70,technician,married,tertiary,no,6797.0,no,no,cellular,12,aug,4,1,-1,0,unknown,no
563,70,entrepreneur,married,tertiary,no,15265.0,no,no,cellular,17,aug,9,2,-1,0,unknown,no
564,70,management,married,tertiary,no,10171.0,no,no,cellular,18,aug,1,2,-1,0,unknown,no
565,70,retired,married,primary,no,2346.0,no,no,cellular,24,aug,3,3,194,2,success,no
566,70,retired,married,secondary,no,1853.0,no,no,telephone,26,aug,5,1,-1,0,unknown,yes
567,70,retired,married,secondary,no,2626.0,no,no,cellular,2,sep,2,2,-1,0,unknown,yes
568,70,retired,divorced,secondary,no,0.0,no,no,cellular,8,sep,3,1,-1,0,unknown,yes
569,70,retired,married,primary,no,6538.0,no,no,cellular,9,sep,6,1,-1,0,unknown,yes
570,70,retired,single,primary,no,0.0,no,no,telephone,9,sep,2,1,-1,0,unknown,no
571,70,retired,married,tertiary,no,44.0,no,no,cellular,18,sep,18,2,88,2,other,yes
572,70,retired,married,tertiary,no,15834.0,no,no,telephone,1,oct,1,1,-1,0,unknown,no
573,70,retired,married,primary,no,8897.0,no,no,cellular,6,oct,11,2,-1,0,unknown,no
574,70,retired,divorced,secondary,no,3104.0,no,no,telephone,7,oct,1,1,-1,0,unknown,no
575,70,retired,married,secondary,no,1310.0,no,no,cellular,15,oct,10,1,-1,0,unknown,no
576,70,retired,married,secondary,no,3175.0,no,no,cellular,19,oct,1,2,-1,0,unknown,no
577,70,retired,married,secondary,no,2064.0,no,no,cellular,22,oct,5,1,-1,0,unknown,no
578,70,unknown,married,tertiary,no,353.0,no,no,cellular,26,oct,1,2,-1,0,unknown,no
579,70,retired,married,secondary,no,2815.0,no,no,cellular,26,oct,1,1,-1,0,unknown,no
580,70,retired,married,secondary,no,616.0,no,no,cellular,27,oct,1,1,-1,0,unknown,no
581,70,retired,married,secondary,no,2384.0,no,no,cellular,30,oct,3,2,-1,0,unknown,yes
